   Energia (keV)            Area (cm^2)
   53.2809364548493        404.352821162430
   53.5969899665550        402.315834678170
   53.9130434782607        401.280072176183
   54.2290969899664        395.929654969559
   54.5451505016720        394.665256962610
   54.8612040133777        395.093468650801
   55.1772575250834        389.482775240448
   55.4933110367891        388.708215055185
   55.8093645484948        388.544434373039
   56.1254180602005        383.020726418344
   56.4414715719061        382.188518971352
   56.7575250836118        380.218179788325
   57.0735785953175        375.439679529701
   57.3896321070232        373.916263236377
   57.7056856187289        371.536108264252
   58.0217391304345        367.195927456315
   58.3377926421402        366.265619127814
   58.6538461538459        363.391237690235
   58.9698996655516        360.477334839731
   59.2859531772573        360.419034640338
   59.6020066889630        355.953774727263
   59.9180602006686        355.325654241867
   60.2341137123743        352.447601431720
   60.5501672240800        350.591347434061
   60.8662207357857        350.060739021778
   61.1822742474914        346.067608116086
   61.4983277591971        345.730648289756
   61.8143812709027        343.421600206702
   62.1304347826084        345.781852418437
   62.4464882943141        345.053387728602
   62.7625418060198        344.050895285271
   63.0785953177255        341.628974681714
   63.3946488294311        341.801657082386
   63.7107023411368        344.649354447586
   64.0267558528425        345.912053410057
   64.3428093645482        345.748083111688
   64.6588628762539        342.344480547184
   64.9749163879596        340.575279296727
   65.2909698996653        338.951589963711
   65.6070234113710        338.706632456103
   65.9230769230766        338.974455228935
   66.2391304347823        337.263874723399
   66.5551839464880        335.664736234031
   66.8712374581937        331.675234611718
   67.1872909698994        332.247739995316
   67.5033444816051        330.380200691284
   67.8193979933108        331.536356518079
   68.1354515050165        328.410207444394
   68.4515050167222        325.420649627533
   68.7675585284279        325.525432702742
   69.0836120401335        324.883132199456
   69.3996655518392        327.766709303582
   69.7157190635449        325.505938516174
   70.0317725752506        321.785777768438
   70.3478260869563        322.703756214989
   70.6638795986620        322.008504826367
   70.9799331103677        320.782384193146
   71.2959866220734        319.240582337093
   71.6120401337791        315.371652160391
   71.9280936454848        315.253784199230
   72.2441471571904        316.776444703678
   72.5602006688961        310.601528703528
   72.8762541806018        305.177614080359
   73.1923076923075        308.079271851027
   73.5083612040132        311.613678766268
   73.8244147157189        306.360639072664
   74.1404682274246        300.101955525858
   74.4565217391303        299.798464748493
   74.7725752508360        299.026838883179
   75.0886287625416        296.114377339325
   75.4046822742473        298.488526229142
   75.7207357859530        304.304339491104
   76.0367892976587        300.233648477730
   76.3528428093644        287.941751348623
   76.6688963210701        284.508359595730
   76.9849498327758        292.416382111401
   77.3010033444815        295.042538657189
   77.6170568561872        285.328860667793
   77.9331103678929        250.443649604919
   78.2491638795985        156.034065589039
   78.5652173913042        103.244603517632
   78.8812709030099        68.6145716704227
   79.1973244147156        44.9293658948074
   79.5133779264213        35.3773229824048
   79.8294314381270        36.2051335060311
   80.1454849498327        35.9889365605263
   80.4615384615384        35.7809703271158
   80.7775919732441        35.8969040346061
   81.0936454849497        36.8184361617658
   81.4096989966554        36.4399408255656
   81.7257525083611        36.3818142289045
   82.0418060200668        36.5198897353303
   82.3578595317725        37.1423708112528
   82.6739130434782        36.7867530443898
   82.9899665551839        36.0462511459162
   83.3060200668896        36.6649728483341
   83.6220735785953        36.3345114642260
   83.9381270903010        35.2279722745601
   84.2541806020066        35.2652551606046
   84.5702341137123        35.5741931447561
   84.8862876254180        34.0565070919538
   85.2023411371237        33.9997149495105
   85.5183946488294        35.2848020483985
   85.8344481605351        33.7550339611138
   86.1505016722408        34.1332233510061
   86.4665551839465        35.4615553865662
   86.7826086956522        33.9587905851916
   87.0986622073578        34.2413338534551
   87.4147157190635        35.0689121978059
   87.7307692307692        32.9850545767994
   88.0468227424749        32.8785033547703
   88.3628762541806        33.3627984521482
   88.6789297658863        30.7966009511877
   88.9949832775920        31.6777525515036
   89.3110367892977        31.9664581913584
   89.6270903010034        29.7985438722768
   89.9431438127091        32.1710195790616
   90.2591973244147        31.5729626227921
   90.5752508361204        30.4235742019997
   90.8913043478261        32.7617260192319
   91.2073578595318        30.0246406057530
   91.5234113712375        30.5230085012841
   91.8394648829432        31.0996405870551
   92.1555183946489        28.0571937995113
   92.4715719063546        30.9108884748329
   92.7876254180603        28.4792506339289
   93.1036789297659        28.9715295221193
   93.4197324414716        30.6360649343641
   93.7357859531773        27.8415648912251
   94.0518394648830        31.0175334853247
   94.3678929765887        28.3377439490993
   94.6839464882944        29.1852466023028
   95.0000000000001        29.9258168770483



